,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8x8,,blitz,,,,,,,8x8,,demonsheart,,,,,,,8x8,,funsized,,,,,,,8x8,,donut,,,,,,,8x8,,gradient,,,,,,,8x8,,portal,,,,,,,8x8,,hiddenpond,,,,,,,8x8,,playhouse,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,a,a,a,,,,,,,,bt,,b,,w,w,w,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,,b,b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,s,s,,b,,,w,,,,,,,,,,f,f,,,w,w,,,,,,,,,,,,,,b,,b,,,b,,,,,,,,,,,,,
,,,,,,,,,,a,a,,,,,,,,st,,,s,a,a,,bt,,,,b,b,b,,,,,,f,w,w,f,f,w,,,,,s,s,bt,,,,,b,,,,,,b,b,,,,,,,,,,,,,
,,,,,,,,,,a,a,a,l,,l,a,a,,,st,,a,i,a,s,,,,,w,w,w,,,,,,,w,w,f,f,,,,,,s,s,bt,bt,,,,b,b,,l,l,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,st,st,st,l,a,,st,,a,i,a,s,s,,,,,,f,f,f,,,,,,f,f,w,w,,,,,,bt,bt,s,s,,,,,,,l,l,,b,b,,,,,,,,,,,,,
,,,,,,,,,,w,w,w,st,st,st,w,w,,,a,i,a,,,,,,,,,b,b,b,,,,,w,f,f,w,w,f,,,,,,bt,s,s,,,,b,b,,,,,,b,,,,,,,,,,,,,
,,,,,,,,,,w,w,w,w,w,w,w,w,,s,i,a,,st,,,,,,,,,,,,f,,,w,w,,,f,f,,,,,,,,,,,,b,,,b,,b,,,,,,,,,,,,,,,
,,,,,,,,,,w,w,w,w,w,w,w,w,,s,s,,st,,st,,,,,,,,,f,f,f,,,,,,,,,,,,,,,,,,,,,,b,b,,b,b,,,,,,,,,,,,,,
,8x8,,amazeing,,,,,,,8x8,,horizon,,,,,,,8x8,,sunder,,,,,,,8x8,,grate,,,,,,,8x8,,isometry,,,,,,,8x8,,moth,,,,,,,8x8,,pocketdimension,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9x9,,icemistvalley,,,,,,,,9x9,,corners,,,,,,,,9x9,,iceberg,,,,,,,,9x9,,miniring,,,,,,,,9x9,,morningstar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,s,s,,f,f,,,,,,,a,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,s,s,,w,w,,,,,,,b,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f,f,f,,s,s,,,,,,b,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f,f,f,,s,s,,,,,,b,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9x9,,streamline,,,,,,,,9x9,,moonplaid,,,,,,,,9x9,,farm,,,,,,,,9x9,,chasm,,,,,,,,9x9,,canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,,,,,,,bt,,,,,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,b,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,,f,,b,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,,,,,s,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,bt,,bt,f,,,,s,s,,,,,,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,,,,,s,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,,f,,b,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,b,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,,,,,,,bt,,,,,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9x9,,hazard,,,,,,,,9x9,,glaciate,,,,,,,,9x9,,sacredpond,,,,,,,,9x9,,morningcorners,,,,,,,,9x9,,crossout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10x10,,arena,,,,,,,,,10x10,,breakdown,,,,,,,,,10x10,,moshpit,,,,,,,,,10x10,,skytemple,,,,,,,,,10x10,,yggdrasil,,,,,,,,,10x10,,atlantis,,,,,,,,,10x10,,sheol,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10x10,,fireplace,,,,,,,,,10x10,,hidenseek,,,,,,,,,10x10,,noturtling,,,,,,,,,10x10,,ruins,,,,,,,,,10x10,,battledome,,,,,,,,,10x10,,corridor,,,,,,,,,10x10,,craterlake,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,s,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,st,,,,,,,s,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,,b,s,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,,,b,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,bt,,,s,,,b,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,st,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,l,,,,,,,,,,
,10x10,,flowerlake,,,,,,,,,10x10,,northpole,,,,,,,,,10x10,,s,,,,,,,,,10x10,,stadium,,,,,,,,,10x10,,bonecrusher,,,,,,,,,10x10,,collapsedtemple,,,,,,,,,10x10,,frozenfate,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10x10,,polarregion,,,,,,,,,10x10,,shrine,,,,,,,,,10x10,,summit,,,,,,,,,10x10,,tundra,,,,,,,,,10x10,,doubleuturn,,,,,,,,,10x10,,mistforest,,,,,,,,,10x10,,quadrants,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,bt,,,,,,,,,,,,,,,,,,,,,,s,s,,,,,w,w,,,w,w,f,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,i,,i,,bt,f,,w,bt,,,,,,,,,,,,,,,i,l,i,,,,,s,,,,,st,w,w,st,st,f,f,,,,,,s,st,,,
,,,,,,,,,,,,,,,i,,,,,,,,,,i,,,,,,,,,,,b,b,,,b,b,,,,,,a,,,,i,,,s,,,,st,st,f,f,f,,,,,,,,,b,st,st,,
,,,,,,,,,,,,,,,,,,,,,,,,i,,i,,bt,w,,f,bt,,,,b,s,a,a,s,b,,,,,,,a,a,,l,,,,,,,,w,f,,,,,,,,,st,,a,s,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,bt,,,,,,a,l,l,a,,,,,,,,,,a,i,,,,,,,f,w,w,,,,,,,,st,st,s,a,a,a,b,st
,,,,,,,,,,,,,,,,,,,,,,,s,,,w,s,,,,,,,,,,a,l,l,a,,,,,,,,i,a,,,,,,,,f,f,,,,,,,,,,s,b,a,a,a,s,st,st
,,,,,,,,,,,,,,,,,,,,,,,w,,f,,,,st,st,st,,,,,b,s,a,a,s,b,,,,,,,l,,a,a,,,,,,,st,,,,,,,,,,,,,s,a,,st,
,,,,,,,,,,,,,i,,,,,i,,,,,,f,s,f,,,st,,st,,,,,b,b,,,b,b,,,,s,,,i,,,,a,,,,,f,st,,,,,,,,,,,,st,st,b,,,
,,,,,,,,,,,,,,,,,,,,,,,,,f,,w,,st,st,st,,,,,,,,,,,,,,s,,,,,i,l,i,,,,f,f,,,,,,,,,,,,,,st,s,,,
,,,,,,,,,,,,,,,,,,,,,,,s,w,,,s,,,,,,,,,,,,,,,,,,s,s,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,
,10x10,,watchtower,,,,,,,,,10x10,,cityscale,,,,,,,,,10x10,,everywheretorun,,,,,,,,,10x10,,volcano,,,,,,,,,10x10,,icepass,,,,,,,,,10x10,,weepingvine,,,,,,,,,10x10,,geargrind,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,s,,,,s,s,,,,s,,,,,,,,,,,,,,,,f,w,,f,,,,,,,,,,,,,s,s,,,,,f,,w,,,,w,,,,,,,,,,
,,,w,w,w,w,,,,,,,,,,i,i,,,,,,,,,,,,,s,,,,,,,,w,,,,,,,,,,,,,,i,i,s,,,,,f,,w,,,s,w,,,,,,,,,,
,,,i,w,w,w,,,,,,,,,,,,,,,,,,,s,s,s,,,,,,,,,,f,w,,f,,,,,,,,,,,s,i,i,,,,,,f,,w,,w,w,,,,,,,,,,,
,,,,i,w,w,,,,,,,,,i,,,i,,,,,,,,s,s,a,,,,,,,,f,w,w,,,f,,,,,,,,,,s,s,,,,,,,,,,,,,,,,,,,,,,,
,,,,,i,w,,,,,,s,i,,,,,,,i,s,,,,,a,a,a,a,,,,,,,f,f,w,,f,f,,,,,,,,,,,,,,,st,st,,s,st,s,,f,f,f,,,,,,,,,,
,,,,,f,,,,,,,s,i,,,,,,,i,s,,,,,a,a,a,a,,,,,,f,w,w,w,,,,f,,,,,,,,,,,,,,,,,st,,st,,,,,,,,,,,,,,
,,,,,f,f,i,,,,,,,,i,,,i,,,,,,,,,a,s,s,,,,,,,f,f,w,,f,f,,,,,,s,s,,,,,,,,f,f,,s,st,s,,st,st,st,,,,,,,,,,
